idescuela,idplantel,ccts,escuela,idcodigo,cv_cct,
12763,20INM_114267,20KPR0157U,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12764,20INM_114268,20KJN1252O,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12765,20INM_114343,20KPR0914O,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12766,20INM_114313,20DPB1879V,JOSE MARIA MORELOS Y PAVON,,20DPB1879V,
12767,20INM_114347,20DTV0882B,TELESECUNDARIA,,20DTV0882B,
12768,20INM_114204,20DPB2151C,GUADALUPE HINOJOSA,,,
12769,20INM_114307,20KPR0727U,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12770,20INM_114322,20KJN1193P/20KPR1545S,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12771,20INM_114342,20DPB1610R,VEINTIUNO DE MARZO,,20DPB1610R,
12772,20INM_114291,20KJN1090T,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12773,20INM_114292,20DPB1611Q,DOCE DE OCTUBRE,,20DPB1611Q,
12774,20INM_114293,20KTV0412U,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12775,20INM_114357,20DPB2096Z,RICARDO FLORES MAGON,,20DPB2096Z,
12776,20INM_114358,20KPR1311D/20KJN0841W,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12777,20INM_114359,20DPB0936P,LA LUZ,,20DPB0936P,
12778,20INM_114360,20DCC2488I,ADOLFO LOPEZ MATEOS,,20DCC2488I,
12779,20INM_114361,20DPB0932T,MIGUEL HIDALGO,,20DPB0932T,
12780,20INM_114362,20KJN0038Q,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12781,20INM_118652,20KPB0255U,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
INDIGENA",,,
12782,20INM_114375,20DPB0935Q,UNA LUZ EN LA MONTAÑA,,20DPB1301M,
12783,20INM_114370,20DPB1770E,MARIANO MATAMOROS,,20DPR1681M,
12784,20INM_114372,20KCC0053T/20KPB0064D,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR INDIGENA,,,
12785,20INM_114377,20DCC0519Y,VICENTE GUERRERO,,20DCC0519Y,
12786,20INM_114378,20DTV1876Y,TELESECUNDARIA,,20DTV1876Y,
12787,20INM_114383,20DJN1998T,BENITO JUAREZ,,20DJN1998T,
12788,20INM_114397,20DPB0613H,MELCHOR OCAMPO,,20DPB0613H,
12789,20INM_114392,20DCC0061S,GENERAL VICENTE GUERRERO,,20DCC0061S,
12790,20INM_114393,20DTV0883A,TELESECUNDARIA,,20DTV0883A,
12791,20INM_114394,20DPB0368N,MANUEL AVILA CAMACHO,,20DPB0368N,
12792,20INM_114398,20DPB0369M,BENITO JUAREZ,,20DPB0369M,
12793,20INM_114399,20DTV1066Z,TELESECUNDARIA,,20DTV1066Z,
12794,20INM_114400,20DCC1430B,RAFAEL RAMIREZ,,20DCC1430B,
12795,20INM_114385,20DES0222N,ANDRES HENESTROSA MORALES,,20DES0222N,
12796,20INM_114387,20DCC0060T,NIÑOS HEROES,,20DCC0060T,
12797,20INM_114388,20DTV1316O,TELESECUNDARIA,,20DTV1316O,
12798,20INM_114390,20DPB0608W,IGNACIO M ALTAMIRANO,,20DPB0608W,
12799,20INM_114391,20DCC0779K,BENITO JUAREZ,,20DCC0779K,
12800,20INM_114416,20DTV1487H,TELESECUNDARIA,,20DTV1487H,
12801,20INM_114417,20DJN1350F,MIGUEL ALEMAN VALDEZ,,20DJN1350F,
12802,20INM_114427,20DTV1617K,TELESECUNDARIA,,20DTV1617K,
12803,20INM_114428,20DJN1667C,GUADALUPE VICTORIA,,20DJN1667C,
12804,20INM_114466,20DTV1375D,TELESECUNDARIA,,20DTV1375D,
12805,20INM_114467,20DJN2137U,JEAN PIAGET,,20DJN2137U,
12806,20INM_114469,20DCC2331I,GABRIELA MISTRAL,,20DCC2331I,
12807,20INM_114475,20DPB2293A,LUCIO CABAÑAS BARRIENTOS,,20DPB2293A,
12808,20INM_114472,20DTV1067Y,TELESECUNDARIA,,20DTV1067Y,
12809,20INM_114474,20DJN1770P,GREGORIO TORRES QUINTERO,,20DJN1770P,
12810,20INM_114477,20DTV0601C,TELESECUNDARIA,,20DTV0601C,
12811,20INM_114485,20DPR2203T,HNOS FLORES MAGON,,20DPR2203T,
12812,20INM_114489,20DJN1217Z,NIÑO ARTILLERO,,20DJN1217Z,
12813,20INM_114661,20DCC0937J,ALMA MIXE,,20DCC0937J,
12814,20INM_114663,20DPB1115R,RAFAEL RAMIREZ,,20DPB1115R,
12815,20INM_114664,20DTV0884Z,TELESECUNDARIA,,20DTV0884Z,
12816,20INM_114665,20DCC0048Y,ECOS DE LA REVOLUCION,,20DCC0048Y,
12817,20INM_114666,20DPB0590N,VIDA RURAL,,20DPB1202M,
12818,20INM_114667,20DPR1375E,PENSADOR MEXICANO,,20DPR1375E,
12819,20INM_114669,20DTV0885Z,TELESECUNDARIA,,20DTV0241H,
12820,20INM_114674,20DJN0416R,GREGORIO TORRES QUINTERO,,20DJN0416R,
12821,20INM_114675,20DPR4278X,LIBERTAD Y PROGRESO,,20DPR4278X,
12822,20INM_114676,20DPR3542Z,LIBERACION CAMPESINA,,20DPR3542Z,
12823,20INM_114680,20DPB2310A,LIBERACION MIXE,,20DPB2310A,
12824,20INM_114670,20DPR1004N,BENITO JUAREZ,,20DPR1004N,
12825,20INM_114672,20DTV1335C,TELESECUNDARIA,,20DTV1335C,
12826,20INM_114673,20DCC0047Z,EL DESPERTAR,,20DCC0047Z,
12827,20INM_114677,20DPB0132A,JUSTO SIERRA,,20DPB0132A,
12828,20INM_114652,20DCC0046Z,DANIEL MARTINEZ,,20DCC0046Z,
12829,20INM_114657,20DJN0586L,MARIA ENRIQUETA CAMARILLO DE PEREYRA,,20DJN0586L,
12830,20INM_114681,20DCC2346K,AMADO NERVO,,20DCC2346K,
12831,20INM_114682,20DPB2246Q,SOR JUANA INES DE LA CRUZ,,20DPB2246Q,
12832,20INM_114726,20DTV0038W,TELESECUNDARIA,,,
12833,20INM_114730,20DJN0468X,MARGARITA MAZA DE JUAREZ,,,
12834,20INM_114637,20DCC0084C,VICENTE SUAREZ,,20DCC0084C,
12835,20INM_114638,20DTV1417M,TELESECUNDARIA,,20DTV1417M,
12836,20INM_114634,20ESC0002C,"ESCUELA       DE        EDUCACION       SECUNDARIA
COMUNITARIA INDIGENA",,,
12837,20INM_114643,20DCC0595D,MIIKAA,,20DCC0595D,
12838,20INM_114650,20DPR2932H,EMILIANO ZAPATA,,20DPR2832I,
12839,20INM_114645,20DTV1277C,TELESECUNDARIA,,20DTV1277C,
12840,20INM_114646,20DCC1056N,JUAN ESCUTIA,,20DCC1056N,
12841,20INM_114649,20DTV1334D,TELESECUNDARIA,,20DTV1334D,
12842,20INM_114641,20DTV0115K,TELESECUNDARIA,,20DTV0115K,
12843,20INM_114756,20DES0040E,MARTIRES DE TACUBAYA,,20DES0040E,
12844,20INM_114757,20DJN0523Z,PORFIRIO DIAZ,,20DJN0523Z,
12845,20INM_114785,20KPR0197V,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12846,20INM_114786,20KTV0381R,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12847,20INM_114787,20DPR2825Z,CUAUHTEMOC,,20DPR2825Z,
12848,20INM_114788,20KPR1480Z,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12849,20INM_114839,20DPB1421Z,LUZ DEL SABER,,20DPB1421Z,
12850,20INM_114855,20DPB2203S,RICARDO FLORES MAGON,,20DPB2203S,
12851,20INM_114857,20KJN1320V,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12852,20INM_114858,20KPR1619T,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12853,20INM_114812,20DCC1266S,5 DE FEBRERO,,20DCC1266S,
12854,20INM_114814,20DTV1023A,TELESECUNDARIA,,20DTV1023A,
12855,20INM_114821,20DJN1361L,ENRIQUE REBSAMEN,,20DJN1361L,
12856,20INM_114810,20DPB0655G,MANUEL AVILA CAMACHO,,20DPB0655G,
12857,20INM_114842,20DCC1423S,BENITO JUAREZ,,20PJN0100Y,
12858,20INM_114843,20DTV1278B,TELESECUNDARIA,,20PTV0100N,
12859,20INM_114844,20DPB2162I,IGNACIO ZARAGOZA,,20DPB2162I,
12860,20INM_114823,20DPR1024A,FRANCISCO I. MADERO,,20DPR1024A,
12861,20INM_114824,20DCC1264U,LOS NIÑOS HEROES DE CHAPULTEPEC,,20DCC1264U,
12862,20INM_114825,20DTV0553J,TELESECUNDARIA,,20DTV0553J,
12863,20INM_114826,20DJN0005P,JUANA DE ARCO,,20DJN0005P,
12864,20INM_114828,20DTV0306A,TELESECUNDARIA,,20DTV0306A,
12865,20INM_114836,20DCC1265T,VICENTE GUERRERO,,20DCC1265T,
12866,20INM_114859,20DJN0557Q,MANUEL DOBLADO,,20DJN0557Q,
12867,20INM_114861,20DST0256W,ESCUELA SECUNDARIA TECNICA NUM. 239,,20DST0256W,
12868,20INM_114892,20DPB2051D,ENRIQUE REBSAMEN,,20DPB2051D,
12869,20INM_114895,20DPB2081Y,ANTONIO DE LEON,,20DPB2081Y,
12870,20INM_114889,20DCC2234G,GABRIELA MISTRAL,,20DCC2234G,
12871,20INM_114890,20DTV1530F,TELESECUNDARIA,,20DTV1530F,
12872,20INM_114891,20DPB2052C,FRANCISCO I. MADERO,,20DPB2052C,
12873,20INM_114885,20DCC0107X,LIC. EDUARDO VASCONCELOS,,20DCC0107X,
12874,20INM_118906,20DPR3509R,COSIJOEZA,,20DPR3509R,
12875,20INM_118914,20DTV1389G,TELESECUNDARIA,,20DTV1389G,
12876,20INM_118916,20DCC1035A,RAFAEL RAMIREZ,,20DCC1035A,
12877,20INM_118917,20DCC2484M,GABRIELA MISTRAL,,20DCC2484M,
12878,20INM_118912,20DCC1034B,VICENTE SUAREZ,,20DCC1034B,
12879,20INM_118913,20DTV0414I,TELESECUNDARIA,,20DTV0414I,
12880,20INM_114902,20DTV1866R,TELESECUNDARIA,,20DTV1866R,
12881,20INM_114909,20DPB0904X,EMILIANO ZAPATA,,20DPB1204K,
12882,20INM_114906,20DCC1787Z,EMILIANO ZAPATA,,20DCC1787Z,
12883,20INM_114907,20DTV1024Z,TELESECUNDARIA,,20DTV1024Z,
12884,20INM_114911,20DCC0508S,RAFAEL RAMIREZ,,20DCC0508S,
12885,20INM_114925,20DCC0715Z,MIGUEL HIDALGO,,20DCC0715Z,
12886,20INM_114927,20DTV0860Q,TELESECUNDARIA,,20DTV0860Q,
12887,20INM_114938,20DTV0886Y,TELESECUNDARIA,,20DTV0886Y,
12888,20INM_114976,20KTV0009K/20KPR0332J/20KJN0444X,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12889,20INM_115001,20KJN0695B,"CURSO       COMUNITARIO       DE        EDUCACIÓN
PREESCOLAR MESTIZO",,,
12890,20INM_115033,20KPR0108L/20KJN0603V,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12891,20INM_115007,20KPR0226Z/20KTV0227Y,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12892,20INM_115008,20KJN0578M,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12893,20INM_115027,20KPR0093Z,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12894,20INM_115002,20KPR0092A,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12895,20INM_114978,20KTV0007M/20KPR0168Z/20KJN0259A,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12896,20INM_114977,20KPR0324A,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12897,20INM_115003,20KTV0080V/20KPR0323B,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12898,20INM_115043,20KJN0681Z,"CURSO       COMUNITARIO       DE        EDUCACIÓN
PREESCOLAR MESTIZO",,,
12899,20INM_114998,20DPR0637S,VICENTE GUERRERO,,20DPR0637S,
12900,20INM_114999,20KTV0226Z,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12901,20INM_115040,20KPR1582W,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12902,20INM_114983,20DCC1992J,GUILLERMO PRIETO,,20DCC1992J,
12903,20INM_114984,20DPB0383F,JOSEFA ORTIZ DE DOMINGUEZ,,20DPB0383F,
12904,20INM_114985,20DTV1279A,TELESECUNDARIA,,20DTV1279A,
12905,20INM_115035,20DPR4246E,EMILIANO ZAPATA,,20DPR4246E,
12906,20INM_114991,20DPR2011D,TIERRA Y LIBERTAD,,20DPR2011D,
12907,20INM_114992,20DTV0546Z,TELESECUNDARIA,,20DTV0546Z,
12908,20INM_114993,20DPB0386C,PROGRESO,,20DPB0386C,
12909,20INM_114994,20DJN2265P/20DTV1868P,ROSAURA ZAPATA,,20DJN2265P,
12910,20INM_114996,20DPB0387B,SALVADOR DIAZ MIRON,,20DPB0387B,
12911,20INM_114997,20DTV0787Y,TELESECUNDARIA,,20DTV0787Y,
12912,20INM_115047,20DTV0064U,TELESECUNDARIA,,20DTV0064U,
12913,20INM_115048,20DJN1387T,MARGARITA MAZA DE JUAREZ,,20DJN1387T,
12914,20INM_115049,20DPR1052X,UNA LUZ EN LA MONTAÑA,,20DCC0601Y,
12915,20INM_115051,20DTV0028P,TELESECUNDARIA,,20DTV0028P,
12916,20INM_115068,20DPB1538Y,ADOLFO LOPEZ MATEOS,,20DPB1538Y,
12917,20INM_115066,20DPB0758C,CUITLAHUAC,,20DPB0758C,
12918,20INM_115065,20DPB0757D,FRAY BARTOLOME DE LAS CASAS,,20DPB0757D,
12919,20INM_115067,20DPB2252A,LAZARO CARDENAS,,20DPB2252A,
12920,20INM_115060,20DPB1109G,DR. GONZALO AGUIRRE BELTRAN,,20DPB1109G,
12921,20INM_115069,20DPB2110C,JUAN ALDAMA,,20DPB2110C,
12922,20INM_115070,20KJN1131C,"CURSO       COMUNITARIO       DE        EDUCACIÓN
PREESCOLAR MESTIZO",,,
12923,20INM_115071,20DCC0164O,BENITO JUAREZ,,20DCC0542Z,
12924,20INM_115072,20DPB0389Z,EMILIANO ZAPATA,,20DPB0389Z,
12925,20INM_115078,20DJN0252Y,MANUEL JOSE OTHON,,,
12926,20INM_115079,20DTV0339S,TELESECUNDARIA,,,
12927,20INM_115080,20DPR1054V,NIÑO ARTILLERO,,,
12928,20INM_109343,20DTV1401L,TELESECUNDARIA,,20DTV1401L,
12929,20INM_109344,20DCC0666H,CAMILO TORRES,,20DCC0666H,
12930,20INM_115090,20DCC0297E,MIGUEL HIDALGO Y COSTILLA,,20DCC0297E,
12931,20INM_115091,20DTV0586A,TELESECUNDARIA,,20DTV0586A,
12932,20INM_115106,20DCC1851K,VICENTE GUERRERO,,20DCC1851K,
12933,20INM_115100,20DPB1047K,LAZARO CARDENAS,,20DPB1047K,
12934,20INM_115101,20DTV1444J,TELESECUNDARIA,,20DTV1444J,
12935,20INM_115102,20DCC1761S,PEDRO MARIA ANAYA,,20DCC1761S,
12936,20INM_115103,20DPB1046L,NIÑOS HEROES,,20DPB1046L,
12937,20INM_115104,20DTV1115R,TELESECUNDARIA,,20DTV1115R,
12938,20INM_115093,20DCC1109B,IGNACIO ZARAGOZA,,20DPB0391O,
12939,20INM_115094,20DES0025M,BENEMERITO DE LAS AMERICAS,,20DES0025M,
12940,20INM_115105,20DPR2074P,VICENTE GUERRERO,,20DPR2074P,
12941,20INM_115097,20DPB0115K,GUSTAVO DIAZ ORDAZ,,20DCC0299C,
12942,20INM_115114,20DTV0511K,TELESECUNDARIA,,20DTV0511K,
12943,20INM_115115,20DCC1331B,JUSTO SIERRA,,20DPB1377B,
12944,20INM_115171,20DPR3443Z,IGNACIO MANUEL ALTAMIRANO,,20DPR3443Z,
12945,20INM_115172,20KTV0416Q,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12946,20INM_115173,20KPR1694Z,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12947,20INM_115174,20KJN1381I,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12948,20INM_115167,20KPR0036I,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12949,20INM_115135,20DJN0931E,VALERIO TRUJANO,,20DJN0931E,
12950,20INM_115136,20DJN2384C,JOSE VASCONCELOS,,20DJN2384C,
12951,20INM_115137,20DTV0555H,TELESECUNDARIA,,20DTV0555H,
12952,20INM_115145,20DPR1069X,IGNACIO ZARAGOZA,,20DPR1069X,
12953,20INM_115146,20DTV1280Q,TELESECUNDARIA,,20DTV1280Q,
12954,20INM_115147,20DJN1126H,NIÑOS HEROES,,20DJN1126H,
12955,20INM_115153,20DTV1281P,TELESECUNDARIA,,20DTV1281P,
12956,20INM_115127,20KPR1493C,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12957,20INM_115181,20KPR1591D,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12958,20INM_115182,20KTV0417P,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12959,20INM_115183,20KJN0520M,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12960,20INM_115184,20KPR1207S,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12961,20INM_115199,20DPB2195Z,ANTONIO SANTIAGO,,20DPB2195Z,
12962,20INM_115201,20DTV1512Q,TELESECUNDARIA,,20DTV1512Q,
12963,20INM_115212,20DCC2079E,VICENTE GUERRERO,,20DCC2079E,
12964,20INM_115214,20DTV1027X,TELESECUNDARIA,,20DTV1027X,
12965,20INM_115215,20DPB0444C,27 DE SEPTIEMBRE,,20DPB0444C,
12966,20INM_115219,20DES0188X,BENEMERITO DE LAS AMERICAS,,20DES0188X,
12967,20INM_115220,20DPR1315Q,LAZARO CARDENAS,,20DPR1315Q,
12968,20INM_115221,20DPB1579Y,AGUSTIN DE ITURBIDE,,20DPB1579Y,
12969,20INM_115222,20DTV1116Q,TELESECUNDARIA,,20DTV1116Q,
12970,20INM_115208,20DTV0172B,TELESECUNDARIA,,20DTV0172B,
12971,20INM_115209,20DPB0397I,IGNACIO ZARAGOZA,,20DPB0397I,
12972,20INM_115210,20DCC0272W,IGNACIO ZARAGOZA,,20DPB0397I,
12973,20INM_115226,20DST0214X,ESCUELA SECUNDARIA TECNICA NUM. 197,,20DST0214X,
12974,20INM_115228,20DJN0554T,GABRIELA MISTRAL,,20DJN0554T,
12975,20INM_115238,20DJN2005C/20DPR3221P,ERIK ERIKSON,,20DJN2005C,
12976,20INM_115235,20DTV0327N,TELESECUNDARIA,,20DTV0327N,
12977,20INM_115237,20DJN0923W,MANUEL ACUÑA,,20DJN0923W,
12978,20INM_115330,20DTV1886E,TELESECUNDARIA,,20DTV1886E,
12979,20INM_115449,20DPB2095A,20 DE NOVIEMBRE,,20DPB2095A,
12980,20INM_115450,20DCC2235F,JOSE VASCONCELOS,,20DCC2235F,
12981,20INM_115451,20DPB2244S,JOSE MARIA MORELOS Y PAVON,,20DPB2244S,
12982,20INM_115356,20DPB0744Z,BARTOLOME DE LAS CASAS,,20DPB0744Z,
12983,20INM_115358,20DTV0749V,TELESECUNDARIA,,20DTV0749V,
12984,20INM_115344,20DPB2229Z,LAZARO CARDENAS DEL RIO,,20DPB2229Z,
12985,20INM_115374,20DCC2043Q,LEONA VICARIO FERNANDEZ,,20DCC2043Q,
12986,20INM_115375,20DPB1151W,14 DE FEBRERO,,20DPB1151W,
12987,20INM_115376,20DTV1897K,TELESECUNDARIA,,20DTV1897K,
12988,20INM_115418,20DPB0746Y,LIC. LUIS ECHEVERRIA ALVAREZ,,20DPB0746Y,
12989,20INM_115420,20DTV1686G,TELESECUNDARIA,,20DTV1686G,
12990,20INM_115365,20DCC0797Z,12 DE OCTUBRE,,20DCC0797Z,
12991,20INM_115366,20DPB0745Z,BENITO JUAREZ,,20DPB0745Z,
12992,20INM_115367,20DTV1151W,TELESECUNDARIA,,20DTV1151W,
12993,20INM_115444,20DPB2228A,NIÑO ARTILLERO,,20DPB2228A,
12994,20INM_115445,20DCC2282Q,RUBEN DARIO,,20DCC2282Q,
12995,20INM_115416,20DTV1879V,TELESECUNDARIA,,20DTV1879V,
12996,20INM_115452,20DPB2294Z,FRANCISCO VILLA,,20DPB2294Z,
12997,20INM_115454,20KJN1276Y,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR MESTIZO,,,
12998,20INM_115361,20DCC2040T,LAZARO CARDENAS,,20DCC2040T,
12999,20INM_115363,20DTV1513P,TELESECUNDARIA,,20DTV1513P,
13000,20INM_115456,20DJN2317E,BENITO JUAREZ,,20DJN2317E,
13001,20INM_115429,20DCC2457P,FELIPE CARRILLO PUERTO,,20DCC2457P,
13002,20INM_115430,20DPB1963T,TIERRA Y LIBERTAD,,20DPB1963T,
13003,20INM_115434,20DTV1413Q,TELESECUNDARIA,,20DTV1413Q,
13004,20INM_115424,20DPB2035M,JAIME NUNO,,20DPB2035M,
13005,20INM_115425,20DTV1898J,TELESECUNDARIA,,20DTV1898J,
13006,20INM_115426,20DCC1854H,BENITO JUAREZ GARCIA,,20DCC1854H,
13007,20INM_115339,20KJN0585W,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR MESTIZO,,,
13008,20INM_115347,20KJN0269H,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR MESTIZO,,,
13009,20INM_115349,20KJN0832O,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR MESTIZO,,,
13010,20INM_115383,20DPB2422E,EMILIANO ZAPATA,,,
13011,20INM_115384,20DPB0860Q/20DTV1514O,MIGUEL HIDALGO,,20DPB0860Q,
13012,20INM_115386,20DPB2391B,5 DE MAYO,,20DPB2391B,
13013,20INM_115387,20DPB2194A,FRANCISCO I. MADERO,,20DPB2194A,
13014,20INM_115388,20DCC0791F,VICENTE GUERRERO,,20DCC0791F,
13015,20INM_115402,20DCC1324S,LIC. GUSTAVO DIAZ ORDAZ,,20DCC1324S,
13016,20INM_115404,20DPR3290L,OCTAVIO PAZ,,20DPR3290L,
13017,20INM_115354,20DTV1596O,TELESECUNDARIA,,20DTV1596O,
13018,20INM_115360,20DCC0792E,JOSE MA MORELOS Y PAVON,,,
13019,20INM_115364,20DPB0717C,MARIA MORELOS Y PAVON,,,
13020,20INM_115432,20DTV1415O,TELESECUNDARIA,,20DTV1415O,
13021,20INM_115427,20DPB0915C,12 DE OCTUBRE,,20DPB0915C,
13022,20INM_115408,20DTV1029V,TELESECUNDARIA,,20DTV1029V,
13023,20INM_115342,20DCC1539S,NIÑOS HEROES,,20DCC1539S,
13024,20INM_115436,20DCC2399P,ROSARIO CASTELLANOS,,20DCC2399P,
13025,20INM_115411,20DPB0533W,ANTONIO VALDES,,20DPB0533W,
13026,20INM_115412,20DTV1878W,TELESECUNDARIA,,20DTV1878W,
13027,20INM_115413,20DCC2378C,FRANCISCO GONZALEZ BOCANEGRA,,20DCC2378C,
13028,20INM_115414,20DCC2182R,SOR JUANA INES DE LA CRUZ,,20DCC2182R,
13029,20INM_115415,20DPB2295Z,BENITO JUAREZ,,20DPB2295Z,
13030,20INM_115448,20DPB2230P,FRANCISCO I. MADERO,,20DPB2230P,
13031,20INM_119534,20DJN2030B,BENITO JUAREZ,,20DJN2030B,
13032,20INM_119535,20DPR1564X,GREGORIO TORRES QUINTERO,,20DPR1564X,
13033,20INM_119536,20DTV0790L,TELESECUNDARIA,,20DTV0790L,
13034,20INM_115482,20DCC0488V,JEAN PIAGET,,20DCC0488V,
13035,20INM_115483,20DTV0595I,TELESECUNDARIA,,20DTV0595I,
13036,20INM_115517,20DPB2022I,JOSE MA MORELOS Y PAVON,,20DPB2022I,
13037,20INM_115518,20DCC2361C,ROSAURA ZAPATA,,20DCC2361C,
13038,20INM_115513,20DCC0178R,EMILIANO ZAPATA,,20DCC0178R,
13039,20INM_115514,20DPB0511K,GUSTAVO DIAZ ORDAZ,,20DPB0511K,
13040,20INM_115515,20ESC0010L,"ESCUELA       DE        EDUCACIÓN       SECUNDARIA
COMUNITARIA INDIGENA",,,
13041,20INM_115511,20DCC2412T,BENITO JUAREZ,,20DCC2412T,
13042,20INM_115512,20DPB1177D,EMILIANO ZAPATA,,20DPB1362Z,
13043,20INM_115519,20DPB2112A,JOSE MARIA MORELOS Y PAVON,,20DPB2112A,
13044,20INM_115506,20DTV0590N,TELESECUNDARIA,,20DTV0590N,
13045,20INM_115507,20DCC2236E,JUAN DE LA BARRERA,,20DCC2236E,
13046,20INM_115508,20DCC1088F,NIÑOS HEROES,,20DCC1088F,
13047,20INM_115516,20DPB2156Y,BENITO JUAREZ GARCIA,,20DPB2156Y,
13048,20INM_115551,20DTV0638Q,TELESECUNDARIA,,20DTV0638Q,
13049,20INM_115525,20DCC1258J,MANUEL AVILA CAMACHO,,20DCC1258J,
13050,20INM_115547,20DPB0794H,VICENTE GUERRERO,,20DCC1259I,
13051,20INM_115548,20DCC1259I,VICENTE GUERRERO,,20DCC1259I,
13052,20INM_115527,20DCC0774P,NIÑO CAMPESINO,,20DCC0774P,
13053,20INM_115528,20DPB0403C,NIÑO CAMPESINO,,20DCC0774P,
13054,20INM_115529,20DTV0810I,TELESECUNDARIA,,20DTV0810I,
13055,20INM_115524,20DPB1318M,5 DE FEBRERO,,20DCC0282C,
13056,20INM_115554,20DPB1568S,JUVENTINO ROSAS,,20DPB1568S,
13057,20INM_115561,20KCC0032G/20KPB0071N,CURSO       COMUNITARIO       DE EDUCACIÓN PREESCOLAR INDIGENA,,,
13058,20INM_115521,20DPB2136K,RICARDO FLORES MAGON,,,
13059,20INM_115559,20DCC1730Z,IGNACIO ZARAGOZA,,20DCC1730Z,
13060,20INM_115560,20DPB2014Z,JOSE VASCONCELOS,,20DPB2014Z,
13061,20INM_115530,20DCC0773Q,FRANCISCO VILLA,,20DPB0202F,
13062,20INM_115534,20DCC2269W,RUFINO TAMAYO,,20DCC2269W,
13063,20INM_115536,20DCC0649R,EL INDIO MEXICANO,,20DCC0649R,
13064,20INM_115520,20DPB0401E,REDENCION PROLETARIA,,20DPB0401E,
13065,20INM_115522,20DTV0213L,TELESECUNDARIA,,20DTV0213L,
13066,20INM_115523,20DCC1063X,REDENCION PROLETARIA,,20DPB0401E,
13067,20INM_115539,20DCC0994A,REDENCION DEL INDIO,,20DPB0404B,
13068,20INM_115540,20DPB0404B,REDENCION DEL INDIO,,20DPB0404B,
13069,20INM_115541,20DTV0639P,TELESECUNDARIA,,20DTV0639P,
13070,20INM_115543,20DTV0640E,TELESECUNDARIA,,20DTV0640E,
13071,20INM_115570,20DPR1106K,IGNACIO RAMIREZ,,20DPR1106K,
13072,20INM_115571,20DTV0455I,TELESECUNDARIA,,20DTV0455I,
13073,20INM_115574,20DTV1580N,TELESECUNDARIA,,20DTV1580N,
13074,20INM_115566,20DTV0454J,TELESECUNDARIA,,20DTV0454J,
13075,20INM_115568,20DPB0405A,CONDOY,,20DPB0405A,
13076,20INM_115569,20DCC0039Q,NARCISO MENDOZA,,20DCC0039Q,
13077,20INM_115591,20DPB0615F,GONZALO AGUIRRE BELTRAN,,20DPB0615F,
